job_id,model,train_bins,val_bin,jac_mean,jac_std,jac0,jac1,jac2,jac3,jac4,jac5,jac6,jac7,jac8,jac9,jac10,jac11,jac12,jac13,jac14,jac15,d_model,batch_size,input_size,patch_size
12021091,dino_vitb16,0_30_60_90,0,0.8268933585317302,0.12556411759160843,0.9755721466166425,0.9059223622495797,0.9237076738972881,0.8819485605094547,0.8626576936121815,0.7970176103647909,0.7847866386663993,0.7020083020359755,0.5223973864508372,0.5566160670289647,0.8564317181366335,0.9167951025179579,0.8398721119959365,0.8969401412420396,0.8908527655801362,0.9167674556028648,768,32,224,16
12021091,dino_vitb16,0_30_60_90,15,0.7646512102304422,0.16313288605873683,0.9709892800043392,0.876962742510323,0.8849248000907782,0.8127157396857081,0.6419899325219521,0.7716949333518026,0.7568768671352228,0.6814569436932877,0.3824129596058197,0.45184924175436963,0.7880134396657233,0.913787161488092,0.6317236997367704,0.8915181308352016,0.8737555776692886,0.903747913938397,768,32,224,16
12021091,dino_vitb16,0_30_60_90,30,0.8256568811149892,0.1303309595726,0.977245398256024,0.9118361476627725,0.9196114384282037,0.8954904747836998,0.8565517975883976,0.7830407950937424,0.7792023401826484,0.7121280829590609,0.5138138894006585,0.5365313032362068,0.8567731640600755,0.9231692717725727,0.837382655447204,0.9051531472523776,0.8834503360716953,0.9191298556444883,768,32,224,16
12021091,dino_vitb16,0_30_60_90,45,0.7721621117485904,0.15857199826440152,0.9725233923898295,0.8863172213959055,0.8697708088477794,0.8459497516228118,0.6160899169010137,0.7679260199714587,0.7649601991926661,0.6909444167413369,0.4333760629830609,0.4252690247357446,0.7878101465148335,0.9046162509225338,0.7055655896715499,0.8970993615780742,0.8718584592353497,0.9145171652734984,768,32,224,16
12021091,dino_vitb16,0_30_60_90,60,0.8309469201117154,0.11537277672690861,0.9781615942127272,0.9132367027116539,0.9149223139905032,0.8906541216884377,0.8360688688476898,0.789617754096839,0.796401708458817,0.7229631604931154,0.5816559265517485,0.5585631302004993,0.8427712017698553,0.911339759334558,0.8522596196121637,0.9077607712442767,0.8812100345902654,0.9175640539842977,768,32,224,16
12021091,dino_vitb16,0_30_60_90,75,0.7661586767806761,0.16495555271854967,0.9729034225400323,0.8850276855343318,0.8801595894190029,0.8317307913649192,0.6433714333707462,0.7720012677656235,0.7629246022102695,0.6906761962427685,0.38578442238995264,0.41676036456104626,0.7741252232490136,0.8965894925703198,0.6718482890113778,0.8862049317356212,0.8794642618284546,0.9089668546973377,768,32,224,16
12021091,dino_vitb16,0_30_60_90,90,0.8284341595220479,0.11981089650767758,0.9781913482975034,0.9104718785593893,0.9266895920382576,0.8848214485726589,0.8641631376162919,0.7812607958218003,0.7920418617116235,0.7172644763982368,0.5811917878086926,0.5394822063940529,0.845595820920297,0.9219363044945712,0.808386372145264,0.9039705919683968,0.8829672157586775,0.9165117138470529,768,32,224,16
12021095,C-RADIOv2-B,0_30_60_90,0,0.6484497173261133,0.17003658937819444,0.9565830787904201,0.7312755330073532,0.6844750954582173,0.7224874398734854,0.6593772407348445,0.5506997758340116,0.5216731421013474,0.4641427347663156,0.3508545098539991,0.34462508987620905,0.7070962400198573,0.8549092199862375,0.5461622096379483,0.7029296533825768,0.7039594102422047,0.8739451036527865,768,32,224,16
12021095,C-RADIOv2-B,0_30_60_90,15,0.574403500565126,0.2038178453512497,0.9507085847938501,0.6766723713527424,0.5975229948154065,0.6073977714544172,0.5414703924409565,0.4711349735320145,0.46870663905097726,0.42440234022689244,0.20018707303688205,0.2348666970072891,0.6159662314196556,0.8374456757383562,0.37024669505174695,0.6858908413501641,0.6520452115738251,0.8557915161968415,768,32,224,16
12021095,C-RADIOv2-B,0_30_60_90,30,0.6551867723954748,0.17794403539934014,0.9593553951512267,0.7698499640350855,0.6877812125049994,0.699649889390643,0.7658461138173775,0.536428856948086,0.527427389125335,0.4950718561401783,0.35222152994115613,0.31761539399104105,0.681973145889957,0.8605892611792761,0.5112911143838978,0.7681790002331917,0.6777775624378206,0.8719306731583253,768,32,224,16
